1895,599,0,12.884099006652832
1536,245,0,13.34166431427002
1673,398,0,14.628738403320312
1723,446,0,15.937376976013184
1735,454,0,17.860570907592773
1762,486,0,17.972200393676758
1478,201,0,20.32240104675293
1763,487,0,21.63330841064453
1908,609,0,22.737634658813477
1880,590,0,22.934690475463867
1807,528,0,23.237899780273438
1527,240,0,23.579652786254883
1325,58,0,24.14539337158203
1367,81,0,24.73863410949707
1738,457,0,25.0
1820,540,0,25.0
1720,441,0,25.05992889404297
1947,659,0,25.139610290527344
1774,493,0,25.865034103393555
1721,442,0,26.28687858581543
1326,52,0,26.324893951416016
1467,194,0,26.419689178466797
1526,239,0,26.438608169555664
1761,484,0,26.5894718170166
1849,567,0,26.758176803588867
1925,630,0,27.037012100219727
1937,643,0,27.221315383911133
1948,660,0,27.459060668945312
1408,124,0,27.67670440673828
1442,176,0,27.838821411132812
1780,499,0,28.07133674621582
1451,174,0,28.195743560791016
1310,34,0,28.23118782043457
1574,297,0,28.54820442199707
1853,568,0,28.98275375366211
1324,57,0,29.546573638916016
1864,574,0,29.631065368652344
1358,93,0,29.664793014526367
1694,413,0,29.983327865600586
1318,42,0,30.049959182739258
1311,35,0,30.182777404785156
1734,460,0,30.397367477416992
1317,44,0,31.064449310302734
1611,348,0,31.08053970336914
1360,98,0,31.30495262145996
1914,618,0,31.670175552368164
1284,13,0,31.71750259399414
1828,554,0,31.85906410217285
1797,517,0,32.04684066772461
1552,275,0,32.186954498291016
1573,294,0,32.4499626159668
1543,256,0,32.557640075683594
1606,334,0,32.86335372924805
1737,456,0,32.93933868408203
1722,443,0,32.95451354980469
1602,335,0,33.09078598022461
1359,94,0,33.43650817871094
1671,399,0,33.763885498046875
1474,199,0,33.95585250854492
1690,420,0,34.249088287353516
1522,241,0,34.27827453613281
1468,195,0,34.45286560058594
1784,504,0,34.496376037597656
1678,405,0,34.64101791381836
1480,210,0,34.65544509887695
1497,218,0,34.69870376586914
1747,471,0,34.84250259399414
1492,219,0,34.928497314453125
1702,421,0,35.099857330322266
1476,208,0,35.29872512817383
1712,435,0,35.29872512817383
1290,19,0,35.31288528442383
1746,470,0,35.35533905029297
1727,451,0,35.42597961425781
1693,412,0,35.693138122558594
1799,523,0,36.2353401184082
1832,553,0,36.414283752441406
1538,253,0,36.482872009277344
1938,648,0,36.482872009277344
1928,636,0,36.551334381103516
1541,265,0,36.56501007080078
1599,330,0,36.67424011230469
1339,70,0,36.91883087158203
1485,215,0,37.22901916503906
1845,566,0,37.2558708190918
1565,292,0,37.336307525634766
1370,133,0,37.46998977661133
1676,402,0,37.56327819824219
1590,317,0,37.6961555480957
1423,155,0,37.78888702392578
1557,276,0,37.86819076538086
1916,619,0,37.86819076538086
1494,221,0,37.93415451049805
1328,55,0,38.20994567871094
1439,166,0,38.52272033691406
1443,177,0,38.96152114868164
1941,656,0,39.0128173828125
1661,387,0,39.051246643066406
1329,54,0,39.064048767089844
1568,288,0,39.15354537963867
1487,213,0,39.268306732177734
1748,468,0,39.293766021728516
1667,388,0,39.458839416503906
1376,96,0,39.534793853759766
1644,374,0,39.534793853759766
1875,588,0,39.94997024536133
1432,154,0,40.18706130981445
1767,489,0,40.2740592956543
1701,432,0,40.360870361328125
1704,427,0,40.49691390991211
1682,408,0,40.6939811706543
1483,207,0,41.04875183105469
1867,583,0,41.09744644165039
1621,350,0,41.26742172241211
1929,637,0,41.605289459228516
1766,491,0,41.67733383178711
1578,300,0,41.70132064819336
1355,95,0,41.85689926147461
1714,434,0,42.1307487487793
1695,414,0,42.32020950317383
1736,455,0,42.55584716796875
1868,585,0,42.63801193237305
1703,426,0,42.83689880371094
1428,160,0,42.91852569580078
1641,373,0,43.27817153930664
1829,551,0,43.30126953125
1759,482,0,43.65776062011719
1905,604,0,43.72642135620117
1627,363,0,43.77213668823242
1904,606,0,43.79497528076172
1800,524,0,43.96589660644531
1789,514,0,44.05678176879883
1624,351,0,44.17012405395508
1600,331,0,44.1927604675293
1569,289,0,44.24929428100586
1837,561,0,44.373416900634766
1435,164,0,44.4971923828125
