1961,754,0,12.0
1929,729,0,12.165525436401367
1968,764,0,14.0
1952,747,0,14.352700233459473
1988,789,0,15.099668502807617
1965,761,0,15.264337539672852
1949,744,0,16.155494689941406
1557,354,0,16.5831241607666
1962,755,0,16.792856216430664
1738,543,0,17.37814712524414
1916,717,0,17.492855072021484
1737,542,0,17.916473388671875
1837,636,0,17.944358825683594
1922,720,0,18.30300521850586
1626,439,0,18.357559204101562
1838,637,0,18.493242263793945
1518,323,0,18.70828628540039
1907,700,0,18.81488800048828
1984,784,0,18.81488800048828
1497,302,0,19.26136016845703
1509,329,0,19.36491584777832
2027,815,0,20.0
1339,143,0,20.420578002929688
1822,628,0,20.420578002929688
1967,763,0,20.44504737854004
2386,1214,0,20.46949005126953
2109,929,0,20.615528106689453
1582,372,0,21.14237403869629
2112,910,0,21.1660099029541
1564,384,0,21.3775577545166
1836,638,0,21.44761085510254
1565,385,0,21.587032318115234
2006,801,0,21.725561141967773
1928,727,0,21.97726058959961
1945,739,0,22.022714614868164
1651,448,0,22.045408248901367
1812,617,0,22.113344192504883
1906,698,0,22.27105712890625
1407,211,0,22.605308532714844
2005,800,0,22.69361114501953
1357,158,0,22.737634658813477
1903,692,0,23.494680404663086
1316,127,0,23.74868392944336
1813,618,0,23.958297729492188
2103,904,0,24.041629791259766
1905,697,0,24.1867733001709
1832,657,0,24.20743751525879
1598,403,0,24.413110733032227
1878,696,0,24.474475860595703
1993,810,0,24.657655715942383
1251,59,0,24.919872283935547
2204,1017,0,24.93992805480957
1642,462,0,25.2586612701416
2438,1282,0,25.534290313720703
1584,375,0,25.592967987060547
1662,455,0,25.806976318359375
1730,530,0,25.942243576049805
2002,797,0,26.07680892944336
2003,798,0,26.5894718170166
2437,1281,0,26.70206069946289
2421,1227,0,27.422618865966797
1683,505,0,27.910572052001953
1805,603,0,27.94637680053711
1401,204,0,28.1069393157959
1611,412,0,28.12472152709961
1710,527,0,28.17800521850586
1704,521,0,28.23118782043457
1531,352,0,28.26658821105957
1346,167,0,28.460498809814453
2414,1247,0,28.513154983520508
1612,434,0,28.530685424804688
1711,528,0,28.58321189880371
1638,463,0,28.740215301513672
1787,590,0,28.75760841369629
2049,856,0,28.861740112304688
1764,574,0,28.879058837890625
2335,1141,0,29.017236709594727
1240,48,0,29.051677703857422
1295,121,0,29.068883895874023
2199,1010,0,29.068883895874023
1758,563,0,29.086078643798828
2061,864,0,29.120439529418945
1241,49,0,29.154760360717773
2422,1259,0,29.171903610229492
1980,780,0,29.24038314819336
2028,814,0,29.4108829498291
1507,314,0,29.478805541992188
2415,1248,0,29.84962272644043
1232,29,0,30.232433319091797
2389,1209,0,30.331501007080078
2040,839,0,30.397367477416992
1897,716,0,30.773365020751953
2304,1118,0,30.903074264526367
2239,1060,0,31.016124725341797
1809,630,0,31.14482307434082
2195,1008,0,31.14482307434082
1944,762,0,31.3687744140625
1656,476,0,31.559467315673828
1894,685,0,31.63858413696289
1788,615,0,31.796226501464844
1728,545,0,32.015621185302734
1668,495,0,32.09361267089844
1606,409,0,32.140316009521484
1921,734,0,32.233524322509766
1898,714,0,32.280025482177734
2270,1100,0,32.295509338378906
1705,525,0,32.48076248168945
1931,732,0,32.526912689208984
1893,684,0,32.588340759277344
2273,1104,0,32.63433837890625
1643,468,0,32.66496658325195
